,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
0,1,1,2014-10-29,27-027,UTA,HOU,-11,0,4:10,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0
1,2,2,2014-10-30,27-028,UTA,DAL,-18,0,11:06,1,2,.500,0,1,.000,0,0,,0,1,1,2,0,0,1,1,2,1.3,-10
2,3,3,2014-11-01,27-030,UTA,PHO,27,0,14:40,0,3,.000,0,2,.000,0,0,,0,2,2,3,1,0,0,0,0,1.6,+5
3,4,4,2014-11-03,27-032,UTA,LAC,-6,0,10:17,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,1,0,1.0,+1
4,5,5,2014-11-05,27-034,UTA,CLE,2,0,13:08,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,2,0,-0.8,+5
5,6,6,2014-11-07,27-036,UTA,DAL,-23,0,16:01,1,3,.333,0,2,.000,0,0,,2,1,3,0,0,0,1,1,2,0.6,-13
6,7,7,2014-11-09,27-038,UTA,DET,1,0,23:30,3,3,1.000,3,3,1.000,1,2,.500,1,2,3,0,1,0,1,1,10,9.6,+5
7,8,8,2014-11-10,27-039,UTA,IND,-11,0,14:55,1,3,.333,1,3,.333,0,0,,0,1,1,1,0,0,0,0,3,2.3,-15
8,9,9,2014-11-12,27-041,UTA,ATL,-3,0,17:19,0,2,.000,0,2,.000,0,0,,0,0,0,4,1,0,0,0,0,2.4,+3
9,10,10,2014-11-14,27-043,UTA,NYK,2,0,20:34,2,4,.500,2,4,.500,0,0,,0,2,2,1,2,0,3,0,6,4.3,-4
10,11,11,2014-11-15,27-044,UTA,TOR,-18,0,23:56,1,4,.250,1,3,.333,0,0,,0,3,3,4,2,0,0,1,3,5.9,-4
11,12,12,2014-11-18,27-047,UTA,OKC,17,0,25:20,2,3,.667,1,2,.500,0,0,,0,4,4,1,3,0,2,1,5,6.2,+14
12,13,13,2014-11-21,27-050,UTA,GSW,-13,0,24:21,1,5,.200,0,4,.000,1,2,.500,0,2,2,5,1,0,0,0,3,4.6,-5
13,14,14,2014-11-22,27-051,UTA,NOP,-12,0,20:33,1,2,.500,1,1,1.000,0,0,,0,0,0,1,0,0,2,2,3,-0.1,-10
14,15,15,2014-11-24,27-053,UTA,CHI,-2,0,26:44,5,9,.556,1,3,.333,0,0,,1,0,1,2,0,0,0,3,11,7.6,+3
15,16,16,2014-11-26,27-055,UTA,OKC,-15,0,24:39,0,2,.000,0,2,.000,0,0,,0,3,3,0,0,0,1,1,0,-1.9,-14
16,17,17,2014-11-29,27-058,UTA,LAC,-16,0,17:47,0,1,.000,0,1,.000,0,0,,0,3,3,3,1,0,2,3,0,0.1,-13
