,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
0,312,1,2014-10-29,26-324,CHO,MIL,2,0,8:49,0,2,.000,0,0,,0,0,,1,0,1,1,1,0,1,1,0,-0.4,-9
1,313,2,2014-11-01,26-327,CHO,MEM,-2,0,17:04,4,7,.571,0,0,,0,0,,0,3,3,0,1,0,1,0,8,5.6,+1
2,314,3,2014-11-02,26-328,CHO,NYK,-3,0,17:40,0,5,.000,0,2,.000,4,4,1.000,1,1,2,0,0,0,0,2,4,0.7,-5
3,315,4,2014-11-04,26-330,CHO,NOP,-9,1,31:44,2,4,.500,0,1,.000,2,2,1.000,0,2,2,1,2,0,0,4,6,5.7,-6
4,316,5,2014-11-05,26-331,CHO,MIA,7,1,18:22,2,4,.500,0,1,.000,0,0,,0,3,3,3,1,0,0,1,4,5.6,+1
5,317,7,2014-11-09,26-335,CHO,LAL,-15,0,2:41,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,0
6,318,9,2014-11-14,26-340,CHO,PHO,8,0,15:13,1,4,.250,1,2,.500,0,0,,0,1,1,0,0,1,1,0,3,0.6,-8
7,319,10,2014-11-15,26-341,CHO,GSW,-25,0,27:44,2,8,.250,1,2,.500,0,0,,1,5,6,1,2,0,2,1,5,2.7,-7
8,320,11,2014-11-17,26-343,CHO,DAL,-27,1,37:20,8,14,.571,1,2,.500,1,1,1.000,1,4,5,3,0,0,1,2,18,13.6,-14
9,321,12,2014-11-19,26-345,CHO,IND,-2,1,23:35,0,6,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,1,0,-4.3,-6
10,322,13,2014-11-21,26-347,CHO,ORL,-5,1,26:54,4,5,.800,2,2,1.000,1,2,.500,0,1,1,2,0,0,0,2,11,9.6,+11
11,323,14,2014-11-23,26-349,CHO,MIA,-1,1,21:01,2,5,.400,1,2,.500,0,0,,0,1,1,3,1,0,0,1,5,5.3,+7
12,324,15,2014-11-24,26-350,CHO,LAC,-21,1,32:07,3,11,.273,0,3,.000,2,2,1.000,0,0,0,3,0,0,1,1,8,2.2,-14
13,325,16,2014-11-26,26-352,CHO,POR,-8,1,31:35,6,8,.750,0,1,.000,3,4,.750,1,4,5,1,0,0,0,3,15,12.8,-11
14,326,17,2014-11-28,26-354,CHO,GSW,-5,1,16:03,3,5,.600,0,0,,0,0,,1,1,2,1,0,1,1,1,6,4.7,-7
15,327,18,2014-11-29,26-355,CHO,ATL,-30,1,34:38,6,14,.429,0,2,.000,2,2,1.000,1,1,2,4,0,0,5,2,14,4.6,-19
16,328,19,2014-12-03,26-359,CHO,CHI,-7,1,28:48,4,8,.500,0,1,.000,2,2,1.000,1,3,4,1,0,0,1,2,10,6.5,+2
17,329,20,2014-12-05,26-361,CHO,NYK,1,1,30:55,8,10,.800,2,3,.667,4,5,.800,0,2,2,2,0,1,1,2,22,18.7,+4
18,330,21,2014-12-10,27-001,CHO,BOS,9,1,25:54,3,9,.333,1,3,.333,0,0,,0,3,3,0,0,1,1,1,7,2.1,+7
19,331,22,2014-12-12,27-003,CHO,MEM,-6,1,36:45,4,12,.333,0,2,.000,2,3,.667,1,2,3,1,1,0,2,3,10,2.6,-14
20,332,23,2014-12-13,27-004,CHO,BRK,-27,1,15:26,2,2,1.000,0,0,,2,2,1.000,0,1,1,0,0,0,0,1,6,5.3,-17
21,333,24,2014-12-15,27-006,CHO,CLE,-9,0,21:26,4,7,.571,0,0,,0,0,,1,1,2,0,0,0,0,3,8,4.5,+8
22,334,25,2014-12-17,27-008,CHO,PHO,-5,0,22:52,2,2,1.000,0,0,,0,0,,0,0,0,1,0,1,0,2,4,4.0,+3
23,335,26,2014-12-19,27-010,CHO,PHI,18,1,31:52,5,11,.455,1,3,.333,0,0,,1,1,2,4,1,2,2,3,11,8.3,+11
24,336,27,2014-12-20,27-011,CHO,UTA,18,1,28:50,8,12,.667,1,2,.500,0,0,,0,2,2,4,1,0,0,2,17,15.4,+13
25,337,28,2014-12-22,27-013,CHO,DEN,28,1,18:37,2,5,.400,0,0,,0,0,,1,5,6,2,0,0,1,2,4,3.1,+7
26,338,29,2014-12-23,27-014,CHO,MIL,7,1,31:53,6,10,.600,1,1,1.000,7,8,.875,0,2,2,4,1,0,2,2,20,16.6,-1
27,339,30,2014-12-26,27-017,CHO,OKC,-23,1,23:10,1,7,.143,0,1,.000,0,0,,1,2,3,5,0,0,2,1,2,-0.1,-16
28,340,31,2014-12-27,27-018,CHO,ORL,-8,1,29:00,3,8,.375,1,2,.500,0,0,,0,2,2,2,1,0,1,4,7,3.0,+1
29,341,32,2014-12-29,27-020,CHO,MIL,-10,1,39:17,7,13,.538,1,3,.333,4,4,1.000,0,4,4,5,2,1,1,2,19,18.3,-12
30,342,33,2014-12-31,27-022,CHO,HOU,-19,1,31:01,7,14,.500,0,2,.000,2,2,1.000,0,4,4,2,1,0,2,2,16,9.8,-14
31,343,34,2015-01-02,27-024,CHO,CLE,-4,1,26:33,6,17,.353,0,1,.000,2,2,1.000,3,5,8,4,0,0,2,3,14,7.7,+9
32,344,35,2015-01-03,27-025,CHO,ORL,8,1,29:22,4,12,.333,0,1,.000,1,2,.500,2,3,5,1,0,0,3,2,9,1.0,+11
33,345,36,2015-01-05,27-027,CHO,BOS,9,1,33:41,4,9,.444,0,1,.000,5,6,.833,1,2,3,8,1,2,2,2,13,14.4,+11
34,346,37,2015-01-07,27-029,CHO,NOP,4,1,35:34,7,17,.412,0,0,,2,2,1.000,0,7,7,6,0,1,2,1,16,11.5,+4
35,347,38,2015-01-08,27-030,CHO,TOR,8,1,37:33,13,20,.650,0,1,.000,5,7,.714,0,5,5,3,0,0,2,1,31,22.6,+15
36,348,39,2015-01-10,27-032,CHO,NYK,28,1,24:40,4,11,.364,0,1,.000,1,2,.500,0,3,3,3,0,0,4,2,9,0.7,+19
37,349,40,2015-01-14,27-036,CHO,SAS,-5,1,29:37,4,12,.333,0,1,.000,3,4,.750,1,3,4,2,1,1,2,3,11,5.3,-5
38,350,41,2015-01-17,27-039,CHO,IND,9,1,33:14,6,19,.316,0,2,.000,8,9,.889,0,4,4,4,0,0,0,0,20,12.7,+3
39,351,42,2015-01-19,27-041,CHO,MIN,25,1,21:14,5,10,.500,3,4,.750,4,4,1.000,0,3,3,3,0,0,2,1,17,12.6,+15
40,352,43,2015-01-21,27-043,CHO,MIA,2,1,30:00,4,13,.308,1,4,.250,2,2,1.000,1,3,4,2,0,0,2,0,11,4.5,+4
41,353,44,2015-01-23,27-045,CHO,CLE,-39,1,21:32,2,8,.250,0,1,.000,2,2,1.000,0,0,0,2,1,0,2,0,6,1.6,-20
42,354,45,2015-01-24,27-046,CHO,NYK,5,1,29:35,5,12,.417,0,1,.000,4,4,1.000,0,1,1,1,1,0,1,4,14,7.0,-1
43,355,46,2015-01-28,27-050,CHO,SAS,-9,1,35:07,6,17,.353,1,3,.333,5,6,.833,0,1,1,3,1,2,0,2,18,12.1,+6
44,356,47,2015-01-31,27-053,CHO,DEN,18,1,25:03,4,10,.400,0,2,.000,0,0,,0,4,4,0,1,0,2,1,8,2.4,+20
45,357,48,2015-02-02,27-055,CHO,WAS,4,1,33:23,6,13,.462,1,2,.500,4,4,1.000,1,1,2,5,1,0,1,0,17,14.8,+6
46,358,49,2015-02-05,27-058,CHO,WAS,7,1,35:34,10,15,.667,0,2,.000,7,8,.875,0,4,4,1,2,2,2,2,27,22.6,+4
47,359,50,2015-02-07,27-060,CHO,PHI,-8,1,37:30,5,17,.294,2,3,.667,5,6,.833,0,5,5,9,1,0,0,2,17,14.7,-7
48,360,51,2015-02-08,27-061,CHO,IND,-1,1,38:48,2,9,.222,0,1,.000,9,9,1.000,3,4,7,8,0,0,2,1,13,14.0,+3
49,361,52,2015-02-10,27-063,CHO,DET,-28,1,31:21,5,13,.385,2,3,.667,5,6,.833,0,4,4,5,1,0,1,0,17,14.2,-15
50,362,53,2015-02-21,27-074,CHO,OKC,-7,1,33:15,2,10,.200,0,2,.000,2,2,1.000,0,6,6,7,0,0,1,1,6,5.1,0
51,363,54,2015-02-22,27-075,CHO,DAL,-11,1,25:36,1,6,.167,0,1,.000,2,2,1.000,0,3,3,2,1,0,3,2,4,-0.3,+1
