,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
0,1,1,2014-10-29,23-260,CHI,NYK,24,0,15:17,1,2,.500,1,2,.500,2,2,1.000,0,7,7,1,1,0,2,2,5,5.0,+11
1,2,2,2014-10-31,23-262,CHI,CLE,-6,0,4:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6
2,3,3,2014-11-01,23-263,CHI,MIN,1,0,28:16,3,6,.500,2,5,.400,4,4,1.000,0,8,8,1,0,1,1,3,12,10.6,+8
3,4,4,2014-11-04,23-266,CHI,ORL,8,0,22:39,2,5,.400,2,4,.500,2,2,1.000,0,6,6,4,1,0,1,3,8,8.7,+9
4,5,5,2014-11-05,23-267,CHI,MIL,9,0,16:15,1,6,.167,0,0,,0,0,,0,3,3,1,0,1,2,3,2,-2.7,-9
5,6,6,2014-11-07,23-269,CHI,PHI,3,0,7:55,0,2,.000,0,1,.000,1,2,.500,1,0,1,0,0,0,0,2,1,-0.9,-8
6,7,7,2014-11-08,23-270,CHI,BOS,-5,0,5:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,-4
7,8,8,2014-11-10,23-272,CHI,DET,11,0,5:13,0,0,,0,0,,0,0,,0,0,0,0,1,1,0,1,0,1.3,-1
8,9,9,2014-11-13,23-275,CHI,TOR,7,0,4:15,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,1,1,0,-1.1,-9
9,10,10,2014-11-15,23-277,CHI,IND,-9,0,5:23,1,3,.333,0,2,.000,0,1,.000,0,0,0,0,0,1,0,1,2,0.2,-4
10,11,11,2014-11-17,23-279,CHI,LAC,16,0,18:25,5,10,.500,1,4,.250,1,2,.500,1,6,7,2,0,0,0,5,12,8.5,-4
11,12,12,2014-11-20,23-282,CHI,SAC,-15,0,18:11,3,6,.500,1,3,.333,0,0,,0,5,5,0,0,2,1,4,7,4.3,-5
12,13,13,2014-11-21,23-283,CHI,POR,-18,0,35:07,7,14,.500,4,7,.571,6,8,.750,0,11,11,2,0,0,3,3,24,16.7,0
13,14,14,2014-11-24,23-286,CHI,UTA,2,0,28:16,4,9,.444,2,4,.500,0,0,,1,4,5,1,0,0,0,2,10,7.1,-13
14,15,15,2014-11-25,23-287,CHI,DEN,-5,0,20:49,1,5,.200,0,2,.000,2,3,.667,2,5,7,2,2,1,0,3,4,6.3,-1
15,16,16,2014-11-28,23-290,CHI,BOS,7,0,26:42,4,6,.667,1,1,1.000,4,4,1.000,3,5,8,2,2,5,1,2,13,19.1,+1
16,17,17,2014-11-30,23-292,CHI,BRK,18,0,27:24,3,5,.600,1,3,.333,5,5,1.000,2,10,12,1,1,1,3,5,12,11.5,+16
17,18,18,2014-12-02,23-294,CHI,DAL,-3,0,25:32,4,8,.500,0,2,.000,7,8,.875,1,3,4,3,0,2,1,2,15,13.9,-3
18,19,19,2014-12-03,23-295,CHI,CHO,7,0,28:03,4,8,.500,2,4,.500,1,1,1.000,0,12,12,1,0,1,1,2,11,10.2,+9
19,20,20,2014-12-06,23-298,CHI,GSW,-10,0,7:57,0,0,,0,0,,0,0,,0,3,3,2,0,0,2,3,0,-0.9,0
20,21,21,2014-12-10,23-302,CHI,BRK,25,0,20:37,3,9,.333,1,4,.250,3,6,.500,1,5,6,1,0,1,2,4,10,3.7,+7
21,22,22,2014-12-12,23-304,CHI,POR,9,0,18:34,4,9,.444,1,3,.333,6,6,1.000,4,5,9,1,1,1,1,1,15,15.6,+20
22,23,23,2014-12-14,23-306,CHI,MIA,18,0,20:14,2,7,.286,1,5,.200,0,0,,0,7,7,1,0,1,0,2,5,3.6,+3
23,24,24,2014-12-15,23-307,CHI,ATL,-7,0,17:33,1,7,.143,0,4,.000,1,2,.500,0,6,6,1,0,0,0,4,3,-1.0,+1
24,25,25,2014-12-18,23-310,CHI,NYK,6,0,26:53,4,7,.571,2,4,.500,3,4,.750,0,1,1,3,3,1,0,3,13,14.2,+6
25,26,26,2014-12-19,23-311,CHI,MEM,6,0,30:02,7,10,.700,6,6,1.000,7,8,.875,0,8,8,1,0,1,1,0,27,25.2,+7
26,27,27,2014-12-22,23-314,CHI,TOR,9,0,18:20,2,2,1.000,1,1,1.000,7,8,.875,1,2,3,0,0,0,0,4,12,10.7,+10
27,28,28,2014-12-23,23-315,CHI,WAS,8,0,14:00,2,5,.400,1,3,.333,2,4,.500,0,5,5,0,0,2,0,1,7,6.0,-2
28,29,29,2014-12-25,23-317,CHI,LAL,20,0,14:53,4,9,.444,3,7,.429,2,2,1.000,1,6,7,2,0,0,0,0,13,12.2,+15
29,30,30,2014-12-27,23-319,CHI,NOP,7,0,17:04,3,8,.375,2,4,.500,2,2,1.000,0,6,6,0,1,0,2,3,10,5.2,+5
30,31,31,2014-12-29,23-321,CHI,IND,2,0,10:47,2,4,.500,1,1,1.000,0,0,,2,1,3,1,0,0,0,2,5,4.6,-1
31,32,32,2014-12-30,23-322,CHI,BRK,-14,0,16:30,1,5,.200,0,3,.000,0,2,.000,1,4,5,1,1,0,0,0,2,1.7,-4
32,33,33,2015-01-01,23-324,CHI,DEN,5,0,10:48,1,2,.500,0,1,.000,1,2,.500,0,0,0,1,1,0,0,1,3,2.9,+5
33,34,34,2015-01-03,23-326,CHI,BOS,5,1,37:43,2,10,.200,1,6,.167,5,7,.714,0,8,8,4,2,0,0,2,10,9.4,+1
34,35,35,2015-01-05,23-328,CHI,HOU,9,0,27:06,7,12,.583,1,4,.250,2,2,1.000,2,6,8,1,0,2,1,3,17,14.5,+15
35,36,36,2015-01-07,23-330,CHI,UTA,-20,0,22:47,1,7,.143,0,4,.000,0,0,,0,1,1,1,0,1,2,2,2,-3.6,-19
36,37,37,2015-01-09,23-332,CHI,WAS,-16,0,14:16,2,4,.500,1,1,1.000,1,2,.500,1,4,5,1,1,1,0,1,6,7.5,+5
