,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
0,333,1,2008-10-29,29-092,ATL,ORL,14,0,22:46,5,10,.500,0,1,.000,4,7,.571,0,3,3,2,1,0,1,2,14,9.3,-9
1,334,2,2008-11-01,29-095,ATL,PHI,7,0,18:47,2,8,.250,0,2,.000,0,0,,1,2,3,1,1,0,0,3,4,1.0,+8
2,335,3,2008-11-05,29-099,ATL,NOH,8,0,25:39,5,10,.500,3,6,.500,1,4,.250,2,1,3,3,2,0,1,2,14,11.8,+7
3,336,4,2008-11-07,29-101,ATL,TOR,18,0,23:19,5,11,.455,3,4,.750,3,4,.750,0,1,1,2,1,0,2,2,16,9.8,+14
4,337,5,2008-11-09,29-103,ATL,OKC,4,0,26:53,5,14,.357,1,4,.250,3,4,.750,0,3,3,3,1,1,1,4,14,7.9,-2
5,338,6,2008-11-11,29-105,ATL,CHI,5,0,21:51,1,5,.200,0,1,.000,3,4,.750,0,2,2,2,0,1,2,2,5,1.4,-9
6,339,7,2008-11-12,29-106,ATL,BOS,-1,0,24:12,4,9,.444,2,3,.667,4,4,1.000,0,2,2,0,1,0,5,3,14,4.7,+1
7,340,8,2008-11-14,29-108,ATL,NJN,-7,0,37:12,7,13,.538,2,5,.400,5,6,.833,0,3,3,4,1,0,3,2,21,15.2,+1
8,341,9,2008-11-15,29-109,ATL,NJN,-12,0,30:46,4,11,.364,0,3,.000,6,6,1.000,1,3,4,6,3,0,4,3,14,11.5,-9
9,342,10,2008-11-18,29-112,ATL,IND,-17,0,17:03,4,10,.400,0,3,.000,2,2,1.000,1,1,2,0,0,0,2,4,10,2.0,-10
10,343,11,2008-11-19,29-113,ATL,WAS,4,0,19:43,2,11,.182,2,5,.400,2,2,1.000,0,2,2,0,1,0,1,1,8,1.3,-13
11,344,12,2008-11-21,29-115,ATL,CHA,5,0,16:45,0,5,.000,0,1,.000,0,0,,1,3,4,5,1,0,4,3,0,-2.6,+7
12,345,13,2008-11-22,29-116,ATL,CLE,-14,0,18:06,3,8,.375,0,0,,0,0,,0,1,1,0,0,0,1,1,6,0.5,+1
13,346,14,2008-11-26,29-120,ATL,MIL,6,0,30:31,6,11,.545,2,4,.500,2,2,1.000,0,0,0,1,3,0,3,4,16,9.8,-1
14,347,15,2008-11-28,29-122,ATL,TOR,-5,0,10:21,0,5,.000,0,2,.000,0,0,,0,0,0,0,0,0,2,2,0,-6.3,-17
15,348,16,2008-11-29,29-123,ATL,WAS,4,0,19:44,3,7,.429,1,4,.250,0,0,,0,3,3,1,1,0,4,2,7,1.1,-9
16,349,17,2008-12-03,29-127,ATL,MEM,10,0,12:27,3,7,.429,0,1,.000,0,0,,0,0,0,1,0,0,2,1,6,0.6,-4
17,350,18,2008-12-05,29-129,ATL,NYK,3,0,15:41,4,6,.667,0,0,,2,3,.667,1,3,4,1,0,0,2,1,10,6.9,+11
18,351,19,2008-12-06,29-130,ATL,DAL,-2,0,9:24,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,2,1,0,-3.5,-8
19,352,20,2008-12-09,29-133,ATL,HOU,-8,0,18:04,2,4,.500,0,0,,0,0,,0,2,2,2,2,1,1,2,4,4.9,+7
20,353,21,2008-12-10,29-134,ATL,SAS,-6,0,26:03,7,10,.700,2,3,.667,1,2,.500,0,1,1,3,4,2,1,5,17,17.2,+2
21,354,22,2008-12-12,29-136,ATL,MIA,14,0,18:05,1,3,.333,0,0,,1,1,1.000,0,2,2,1,0,0,1,0,3,1.6,0
22,355,23,2008-12-13,29-137,ATL,CLE,5,0,16:36,1,5,.200,1,3,.333,2,4,.500,0,0,0,0,0,0,2,0,5,-0.9,-6
23,356,24,2008-12-15,29-139,ATL,CHA,4,0,16:52,1,7,.143,0,3,.000,0,0,,0,2,2,0,1,0,2,0,2,-2.9,+2
24,357,25,2008-12-17,29-141,ATL,BOS,-3,0,11:40,2,4,.500,2,3,.667,0,0,,0,0,0,1,1,0,1,0,6,4.7,0
25,358,26,2008-12-19,29-143,ATL,GSW,16,0,21:48,8,12,.667,3,5,.600,1,2,.500,0,3,3,1,1,0,4,2,20,12.2,+24
26,359,27,2008-12-21,29-145,ATL,DET,7,0,14:09,1,4,.250,0,1,.000,0,0,,1,1,2,0,3,0,2,1,2,1.2,+5
