,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
38,666,39,2012-03-10,27-071,MIA,IND,2,1,47:06,8,19,.421,2,3,.667,9,15,.600,1,7,8,4,4,1,4,1,27,20.4,+3
39,667,40,2012-03-13,27-074,MIA,ORL,-6,1,42:25,7,20,.350,2,4,.500,3,3,1.000,3,8,11,8,1,1,6,0,19,13.6,0
40,668,41,2012-03-14,27-075,MIA,CHI,-4,1,39:38,14,25,.560,2,3,.667,5,5,1.000,1,4,5,4,4,0,2,2,35,29.0,+5
41,669,42,2012-03-16,27-077,MIA,PHI,6,1,38:15,12,20,.600,0,2,.000,5,8,.625,2,5,7,8,2,2,1,0,29,29.5,+10
42,670,43,2012-03-18,27-079,MIA,ORL,10,1,38:58,4,14,.286,0,1,.000,6,8,.750,0,12,12,7,5,0,4,4,14,12.9,+13
43,671,44,2012-03-20,27-081,MIA,PHO,4,1,37:54,8,18,.444,0,3,.000,4,6,.667,1,7,8,6,2,2,3,2,20,16.4,+15
44,672,45,2012-03-23,27-084,MIA,DET,15,1,37:26,6,15,.400,0,3,.000,5,5,1.000,0,6,6,10,4,1,5,0,17,17.4,+8
45,673,46,2012-03-25,27-086,MIA,OKC,-16,1,39:36,8,18,.444,0,3,.000,1,1,1.000,0,3,3,7,2,0,4,2,17,10.6,-10
46,674,47,2012-03-26,27-087,MIA,IND,-15,1,40:49,9,21,.429,2,4,.500,4,6,.667,2,7,9,2,1,0,6,1,24,11.6,-14
47,675,48,2012-03-29,27-090,MIA,DAL,21,1,36:13,8,16,.500,0,2,.000,3,3,1.000,3,6,9,5,2,0,3,3,19,16.2,+9
48,676,49,2012-03-30,27-091,MIA,TOR,12,1,38:31,11,18,.611,0,2,.000,4,6,.667,1,3,4,9,1,0,3,0,26,22.9,+9
49,677,50,2012-04-01,27-093,MIA,BOS,-19,1,34:37,11,20,.550,0,0,,1,2,.500,2,2,4,0,0,1,2,1,23,13.3,-30
50,678,51,2012-04-03,27-095,MIA,PHI,6,1,38:04,15,25,.600,1,2,.500,10,13,.769,3,3,6,4,3,1,4,0,41,33.8,+12
51,679,52,2012-04-04,27-096,MIA,OKC,5,1,41:30,10,20,.500,3,7,.429,11,13,.846,1,6,7,10,4,1,2,2,34,34.6,+20
52,680,53,2012-04-06,27-098,MIA,MEM,-15,1,37:38,8,19,.421,2,6,.333,3,4,.750,2,4,6,6,2,0,3,0,21,16.3,-6
53,681,54,2012-04-08,27-100,MIA,DET,23,1,32:15,12,22,.545,1,3,.333,1,5,.200,3,1,4,2,0,1,1,1,26,16.9,+10
54,682,55,2012-04-10,27-102,MIA,BOS,-8,1,40:51,11,23,.478,1,3,.333,13,14,.929,5,2,7,7,1,1,2,3,36,31.4,-6
55,683,56,2012-04-12,27-104,MIA,CHI,-10,1,47:18,11,24,.458,3,6,.500,5,7,.714,1,5,6,5,1,1,4,1,30,19.8,-1
56,684,57,2012-04-13,27-105,MIA,CHA,23,1,28:44,7,16,.438,0,1,.000,5,7,.714,1,8,9,5,2,1,2,1,19,16.7,+18
57,685,58,2012-04-15,27-107,MIA,NYK,8,1,40:15,11,24,.458,1,6,.167,6,9,.667,2,8,10,3,2,0,6,4,29,15.7,+18
58,686,59,2012-04-16,27-108,MIA,NJN,3,1,35:12,11,19,.579,1,2,.500,14,15,.933,1,5,6,7,2,1,4,2,37,32.7,-4
59,687,60,2012-04-18,27-110,MIA,TOR,24,1,30:12,12,15,.800,1,1,1.000,3,4,.750,0,5,5,4,2,0,5,0,28,23.2,+20
60,688,61,2012-04-19,27-111,MIA,CHI,11,1,35:20,8,18,.444,1,2,.500,10,12,.833,0,11,11,6,0,1,1,3,27,22.8,+11
61,689,62,2012-04-22,27-114,MIA,HOU,9,1,35:52,11,21,.524,1,3,.333,9,10,.900,1,7,8,5,1,2,5,1,32,24.6,+12
