,pgl_basic,game,date,age,team,opp,gameResult,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
0,37,1,2012-03-30,27-236,CLE,MIL,-37,0,8:25,1,4,.250,0,1,.000,0,0,,0,1,1,2,1,0,0,0,2,2.3,-10
1,38,2,2012-03-31,27-237,CLE,NYK,-16,0,24:15,2,8,.250,0,5,.000,0,0,,0,6,6,3,1,0,4,0,4,0.1,-6
2,39,3,2012-04-03,27-240,CLE,SAS,-35,0,21:53,5,10,.500,2,2,1.000,0,0,,1,2,3,2,2,0,3,3,12,7.5,-18
3,40,4,2012-04-04,27-241,CLE,MIL,-9,0,27:58,3,13,.231,0,6,.000,3,3,1.000,2,3,5,6,0,1,1,2,9,6.5,-3
4,41,5,2012-04-06,27-243,CLE,TOR,4,0,31:57,6,14,.429,0,4,.000,11,13,.846,0,2,2,7,3,0,1,3,23,21.1,+14
5,42,6,2012-04-08,27-245,CLE,NJN,-5,0,28:54,9,22,.409,6,12,.500,2,2,1.000,1,3,4,3,2,0,3,4,26,15.3,-5
6,43,7,2012-04-10,27-247,CLE,CHA,13,0,36:14,9,18,.500,2,7,.286,5,5,1.000,1,7,8,6,1,1,4,2,25,19.9,+27
7,44,8,2012-04-11,27-248,CLE,IND,-6,0,33:36,8,20,.400,1,9,.111,2,2,1.000,1,5,6,2,0,1,6,5,19,4.5,-5
8,45,9,2012-04-13,27-250,CLE,IND,-19,0,19:12,2,6,.333,1,3,.333,2,2,1.000,0,3,3,1,2,0,5,2,7,1.4,+12
9,46,10,2012-04-14,27-251,CLE,WAS,9,0,19:03,3,7,.429,1,3,.333,3,6,.500,1,3,4,1,1,0,2,1,10,6.0,+6
10,47,11,2012-04-15,27-252,CLE,ORL,-16,0,16:01,3,6,.500,0,3,.000,0,0,,0,3,3,1,0,0,0,2,6,3.8,-3
11,48,12,2012-04-17,27-254,CLE,DET,-39,0,20:30,2,10,.200,0,3,.000,3,3,1.000,0,1,1,1,0,0,1,0,7,0.8,+7
12,49,13,2012-04-18,27-255,CLE,PHI,-16,0,26:19,6,13,.462,2,3,.667,1,2,.500,0,0,0,0,1,0,0,2,15,8.1,-8
13,50,14,2012-04-21,27-258,MEM,POR,4,0,4:31,0,3,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3.1,-8
14,51,15,2012-04-23,27-260,MEM,CLE,8,0,12:14,3,6,.500,1,3,.333,2,3,.667,0,0,0,1,0,0,0,0,9,6.3,+7
15,52,16,2012-04-26,27-263,MEM,ORL,12,0,2:45,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-2.4,-5
